"编号","所属产品","平台/分支","所属模块","所属计划","来源","来源备注","研发需求名称","描述","验收标准","关键词","优先级","预计工时","当前状态","所处阶段","类别","T","B","C","由谁创建","创建日期","指派给","指派日期","抄送给","评审者","评审时间","由谁关闭","关闭日期","关闭原因","最后修改","最后修改日期","细分研发需求","相关研发需求","重复研发需求","附件"
"830","老彩票迭代需求(#14)","","","","","","[ARB]API调整需求"," 需要彩票这边支持的有两点:
1.在彩票这边调用钱包快捷充值接口时需要新增一个参数(选择方式类型-已经更新到文档中 selectAmountType)一共三个接口服务需要新增
1.1 /v4/apiCenter/thirdPartyRecharge 快捷api接口 新增 selectAmountType
1.2  /v2/apiCenter/recharge   快捷充值接口 新增 selectAmountType
1.3 /apiCenter/deposit/apply 充值接口  新增 selectAmountType2.彩票这边需要在用户进入充值页面和支付页面时调用获取页面事件接口
 1.调用接口 /v4/apiCenter/buriedPage (以同步更新到文档中)
 2.触发调用
 2.1 进入收银台页面触发默认为AR_UPI 渠道 AR_UPI 页面事件类型eventType为1
 2.2 在收银台第一次选中AR_PAY时触发 渠道AR_PAY  页面事件类型eventType为1
 2.3 在离开收银台页面和在收银台页面30分钟没有操作触发 渠道为当前渠道 页面事件类型eventType为3
 2.4 再选中AR_UPI时进行支付时 进入到支付页面时触发  buriedPageType为2 页面事件类型eventType为1
 2.5 再选中AR_UPI时进行支付时 进入到支付页面并选中paytm/phonePe 点击下一步触发  buriedPageType为2 页面事件类型eventType为2 clickType为 1.点击了paytm  2.phonePe 
","","","2","","激活","研发完毕","功能","2","","","beck","2025-04-01 18:38:28","","","","","","","","","","","","","","",""
"832","老彩票迭代需求(#14)","","","","","","[后端]Game box 飞行员单一钱包对接","接入外部团队的飞行员游戏
游戏接口/注单/余额/游戏记录等等","","","2","","激活","研发完毕","功能","1","","","beck","2025-04-03 13:59:24","","","","","","","","","","","","","","",""
"833","老彩票迭代需求(#14)","","","","","","【代理后台】彩票-摩托车后台内容","和后台类似，去需要的添加即可
https://ar-prototype.pages.dev/backend-old/motorace/period","","","3","6","已关闭","已关闭","功能","","","","Jay","2025-04-04 18:06:47","closed","2025-04-24 11:53:08","","","","Jay","2025-04-24 11:53:08","done","beck","2025-09-06 14:16:03","前台","","","",""
"834","老彩票迭代需求(#14)","","","","","",">>前台","","","","3","6","已关闭","已关闭","功能","","","","Jay","2025-04-04 18:22:53","closed","2025-04-24 11:53:08","","Jay","2025-04-04 18:23:25","Jay","2025-04-24 11:53:08","done","Jay","2025-04-24 11:53:08","","","","",""
"840","老彩票迭代需求(#14)","","","","","","【前端】提現頁面ARB提現方式右上角增加彩金贈送的比例的角標","需求以下方截圖爲準
<img src=““{5993.png}““ alt=““““ />","","","2","","激活","研发完毕","功能","1","","","beck","2025-04-14 14:29:47","","","","","","","","","","","","","","",""
"843","老彩票迭代需求(#14)","","","","","","【后端】飞机推送功能后台增加预警提示设置","配置管理-》参数设置界面增加预警设置，具体功能如下方需求链接中的“飞机推送需求”
https://beck666888.github.io/ar-upi-docs/lottery_docs_index.html

","","","3","","激活","已立项","功能","1","","","beck","2025-04-23 13:32:56","","","","","","","","","","","","","","",""
"848","老彩票迭代需求(#14)","","","","","","【后端】协助钱包项目充值字段调整","<img src=““{6190.png}““ alt=““““ />","","","2","","激活","研发完毕","功能","1","","","beck","2025-05-01 12:26:44","","","","","","","","","","","","","","",""
"851","老彩票迭代需求(#14)","","","","","","【前端】ARB提现奖励弹窗优化","1，标题由“tips”改为“ARPAY Bonus Guide”
2，弹窗内上传的图片自适应图片大小显示在弹窗内","","","2","","激活","研发完毕","功能","1","","","beck","2025-05-02 11:45:30","","","","","","","","","","","","","","",""
"855","老彩票迭代需求(#14)","","","","","","【后台】阿里云oss改成  CF R2桶上传图片","老彩票后台 阿里云oss  改成  CF R2桶上传图片

","","","3","","激活","研发中","改进","1","","","beck","2025-05-05 13:18:26","","","","","","","","","","","","","","",""
"856","老彩票迭代需求(#14)","","","","","","【后台】后台充值/提现预警纸飞机推送优化","
1，这个时间拆分开配置，配置会员提交时间/后台提交时间（会员提交时间上限和后台提交时间上限值不一样，所以要分开配置）
2，预警推送的间隔时间和充值的推送时间一致，跟着那边的间隔时间一起推，不做及时预警了
3，消息推送都合并到一条消息里面（充值通道/商户余额/特殊预警都合并到一条消息）","","","3","","激活","已立项","功能","1","","","beck","2025-05-06 16:30:03","","","","","","","","","","","","","","",""
"864","老彩票迭代需求(#14)","","","","","","【ARB优化】ARB提现优化增加ARB返奖比例","ARB提现奖励二期需求有加了些功能，
1，增加了ARB那边的返奖比例，我们只做显示
2，增加了提现页面ARB的文案后台配置（后台提供配置，前台根据接口传值显示）
详细需求在下方需求链接中

https://beck666888.github.io/ar-upi-docs/lottery_docs_index.html","","","1","","激活","研发完毕","功能","2","","","beck","2025-05-14 13:58:31","","","","","","","","","","","","","","",""
"871","老彩票迭代需求(#14)","","","","","","【ARUPI】充值流程自动确认优化，申诉状态优化","1, 用户充值金额和订单金额不符的，钱包端会冻结该部分金额等待用户自己来找客服人员解冻；
2, 充值用户在三个场景下，不支持申诉，改为支持“确认到账”；
具体需求以下方需求为准
<img src=““{7060.png}““ alt=““““ />
<img src=““{7061.png}““ alt=““““ />","","","2","","激活","研发完毕","功能","2","","","beck","2025-05-21 11:57:16","","","","","","","","","","","","","","",""
"872","老彩票迭代需求(#14)","","","","","","【ARUPI】ARUPI充值通道空单自动匹配其他通道","
需求链接如下方链接中的六期需求
https://beck666888.github.io/ar-upi-docs/ar_upi_docs_index.html
","","","2","","激活","研发完毕","功能","2","","","beck","2025-05-21 20:45:34","","","","","","","","","","","","","","",""
"873","老彩票迭代需求(#14)","","","","","","【后台】UPI提现优化,增加快捷提现金额","以下链接中的UPI提现通道优化(具体需求以链接中的为准!)
1,增加绑定UPI绑定时的再次确认UPI
2,增加UPI提现通道的快捷提现金额
https://beck666888.github.io/ar-upi-docs/lottery_docs_index.html","","","2","","激活","研发完毕","功能","2","","","beck","2025-05-21 21:04:44","","","","","","","","","","","","","","",""
"874","老彩票迭代需求(#14)","","","","","","【ARPAY】撮合失败订单流程优化","业务背景：
ARPAY这边，用户点击调制跳转到钱包内部【订单确认页】，由于超过锁单时间未点击进去收银台，导致对应挂单被其他人买走了，此时彩票端对应生成了待支付的充值订单，但是钱包端并未生成买入订单，导致彩票端的这笔充值订单阻塞无法取消，必须等支付超时才能取消；解决方案：
ARPAY这边，用户选择充值金额后发起充值，钱包端直接发起撮合；
1 成功则直接进入收银台生成买入订单；
2 撮合失败，则返回彩票端撮合失败，彩票端需提示“没有这个金额可充值，即将跳转AR Wallet”（No corresponding amount can be recharged，Redirect to AR Wallet）并跳转到钱包内部【自选列表】页面；（彩票端不要生成对应的充值订单！！！！）
3 如果撮合成功进入钱包端收银台并且提交了UTR，钱包端会告知彩票端这个用户已填UTR的行为标识，此时，如果用户在彩票端充值订单点击“去支付”，需要跳转钱包端【首页】；
4 如果用户没有提交UTR，彩票端没有接收到该表示，则用户点击“去支付”，正常跳转钱包端收银台；","","","1","","激活","研发完毕","功能","1","","","beck","2025-05-22 18:55:34","","","","","","","","","","","","","","",""
"878","老彩票迭代需求(#14)","","","","","","【前端】AR014增加GA统计区分邀请码效果","注册页面加入GA分析，区分统计不同邀请码数据，包含页面打开和注册。","","","3","","已关闭","已关闭","功能","","","","Jay","2025-05-27 11:33:32","closed","2025-07-29 11:41:14","","","","Jay","2025-07-29 11:41:14","done","beck","2025-09-06 14:15:50","","","","",""
"880","老彩票迭代需求(#14)","","","","","","【ARPAY】ARPAY 提现奖励比例优化","若是后台配置奖励比例配置为0的话,则奖励列表不生成奖励为0 的记录","","","3","","激活","研发完毕","功能","1","","","beck","2025-05-27 19:42:02","","","","","","","","","","","","","","",""
"881","老彩票迭代需求(#14)","","","","","","【ARPAY】ARPAY充值/提现引导说明更换链接","

引导链接新地址：https://arb009.pages.dev/



<img src=““{7383.png}““ alt=““““ /><img src=““{7384.png}““ alt=““““ />","","","2","","激活","研发完毕","功能","1","","","beck","2025-05-28 17:01:04","","","","","","","","","","","","","","",""
"897","老彩票迭代需求(#14)","","","","","","【后端】会员活动黑名单类型新增“新会员负盈利彩金”","会员活动黑名单新增“新会员负盈利彩金”
后台开启该任务，若用户在该黑名单中，则不发放该活动彩金


<img src=““{7884.png}““ alt=““““ />","","","2","","激活","研发完毕","功能","1","","","beck","2025-06-16 14:25:37","","","","","","","","","","","","","","",""
"898","老彩票迭代需求(#14)","","","","","","【ARUPI】充值空单切换通道改成后台配置","ARUPI 充值空单切换
旧方案：
固定的空单通道切换
新方案：
通道做成配置，按照充值额度不同配置不同的通道




<img src=““{7890.png}““ alt=““““ />
<img src=““{7891.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-06-16 19:16:35","","","","","","","","","","","","","","",""
"899","老彩票迭代需求(#14)","","","","","","【ARUPI】ARUPI钱包订单待支付的场景下，再次下单新增取消原因和二次确认","1，彩票端收银台过期，但是钱包订单还是待支付的场景下，用户再下一笔充值订单的弹框取消按钮，新增取消原因和二次确认


需求圆形文档如下
https://www.figma.com/design/1dXanv6eGmZBDtqic95wmV/dowi%E4%BA%A7%E5%93%81%E9%9C%80%E6%B1%82?node-id=34-32&p=f&t=xDYkHJOb23hInpmA-0


","","","1","","激活","研发完毕","功能","2","","","beck","2025-06-17 19:36:20","","","","","","","","","","","","","","",""
"901","老彩票迭代需求(#14)","","","","","","【活动管理】活动资讯-活动跳转方式拆分链接为“内链/外链”","需求内容如下


<img src=““{8013.png}““ alt=““““ />","","","2","","激活","研发完毕","功能","2","","","beck","2025-06-20 17:23:00","","","","","","","","","","","","","","",""
"902","老彩票迭代需求(#14)","","","","","","【ARPAY】ARPAY 充值交易规则跳转修改成内嵌","ARPAY 交易规则由外跳修改为内嵌




<img src=““{8058.png}““ alt=““““ />","","","2","","激活","研发完毕","功能","1","","","beck","2025-06-21 21:01:03","","","","","","","","","","","","","","",""
"904","老彩票迭代需求(#14)","","","","","","【后端】增加Appsflyer服务器统计","引入了Appsflyer的客户端可以发送相关的服务器事件


增加固定的Appsflyer的S2S事件统计
ar_s2s_Purchase 充值完成事件 
ar_s2s_FirstPurchase 首充事件


首充的时候同时计数首充事件和充值完成事件","","","3","","已关闭","已关闭","功能","","","","Jay","2025-06-25 14:21:14","closed","2025-06-26 16:22:59","","","","Jay","2025-06-26 16:22:59","done","Jay","2025-06-26 16:22:59","","","","",""
"905","老彩票迭代需求(#14)","","","","","","【前端】前端项目内静态资源优化，优化图片加载速度","前端项目内的静态资源优化，压缩项目的静态图片资源（不包括后台配置的图片资源优化）
优化完后前端资源需正常加载，且加载速度对应有提升","","","2","","激活","研发完毕","功能","1","","","beck","2025-06-25 17:35:51","","","","","","","","","","","","","","",""
"906","老彩票迭代需求(#14)","","","","","","【后台】入款列表，转账凭证交互优化","目前转账凭证图片压缩后看不清楚截图内容，增加放大功能
点击转账凭证，图片支持放大，再次点击图片则恢复原样


<img src=““{8132.png}““ alt=““““ />","","","2","","激活","研发完毕","功能","1","","","beck","2025-06-25 19:50:26","","","","","","","","","","","","","","",""
"907","老彩票迭代需求(#14)","","","","","","【前后端】邀请转盘功能移植线上运营平台","根据新Saas已经完成的邀请转盘功能移植到当前线上平台


转盘动效素材资源等全部复用不做更改，前端和UI确认哪些纯UI展示的位置结合各平台主色进行变化


https://docs.google.com/document/d/1T11cfFxVmqvSUNPmewSzYI-FUTJsWHF9vUT5LvV4uDs/edit?tab=t.0","","","3","","已关闭","已关闭","功能","","","","Jay","2025-06-26 16:28:26","closed","2025-11-28 14:38:06","","","","Jay","2025-11-28 14:38:06","done","Jay","2025-11-28 14:38:06","","","","",""
"908","老彩票迭代需求(#14)","","","","","","【ARUPI】收银台未支付跳回弹窗优化","需求说明：
1，在彩票端和钱包端的第一次买入取消弹窗中增加填写UTR的跳转提示；
注意：彩票端的修改仅针对订单和收银台都未过期的情况，其余情况不做修改。 2，第二次买入取消弹窗的触发页面前置；
3，优化现有弹窗的文字表述；
4，彩票端需要做一个和钱包一样的单独输入UTR的界面；




需求链接：
https://www.figma.com/design/1dXanv6eGmZBDtqic95wmV/dowi%E4%BA%A7%E5%93%81%E9%9C%80%E6%B1%82?node-id=138-520&t=32zkDHBQb5EMznaj-0
UI链接：
https://www.figma.com/design/fYKkv65WD4QLnlmImUHW2O/AR-Wallet?node-id=9141-4109&t=rMpQMfX03rOeIXS2-0
<img src=““{8164.png}““ alt=““““ />

","","","2","","激活","研发完毕","功能","1","","","beck","2025-06-26 18:10:47","","","","","","","","","","","","","","",""
"909","老彩票迭代需求(#14)","","","","","","【添加银行卡】用户首次添加银行卡输入姓名，自动转换非常规字体为常规英文字母","用户首次在前端添加银行卡时需要输入实名姓名，如若输入非常规的英文字母格式在输入框，则前端在提交的时候，自动转换为常规通用的英文字母


参考以下文字说明
<img src=““{8294.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-06-28 22:47:01","","","","","","","","","","","","","","",""
"910","老彩票迭代需求(#14)","","","","","","【ARUPI】ARUPI收银台页面做多语言印度语翻译","AR UPI 收银台页面增加印度语翻译，如果站点语种是英语或除印度语之外的语种都显示英语，如果站点语种是印度语的话，就显示印地语","","","3","","激活","研发完毕","功能","1","","","beck","2025-06-30 20:51:05","","","","","","","","","","","","","","",""
"911","老彩票迭代需求(#14)","","","","","","【ARUPI】增加ARUPI收银台取消UTR填写的开关","需求说明：
ARUPI通道新增后台开关
开启则如图一需求所示隐藏UTR输入框
关闭则保持和目前线上一致即可


收银台前端调整如需求图所示


<img src=““{8378.png}““ alt=““““ /><img src=““{8379.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","2","","","beck","2025-06-30 21:58:51","","","","","","","","","","","","","","",""
"912","老彩票迭代需求(#14)","","","","","","【ARUPI】收银台前端文案优化","AR UPI前端文案优化优化内容以下方需求链接的内容为准！

https://www.figma.com/design/1dXanv6eGmZBDtqic95wmV/dowi%E4%BA%A7%E5%93%81%E9%9C%80%E6%B1%82?node-id=105-151&p=f&t=YjBUl7NuTEvLKGFM-0
<img src=““{8380.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-06-30 22:50:17","","","","","","","","","","","","","","",""
"913","老彩票迭代需求(#14)","","","","","","【后台】游戏管理增加厂商映射配置功能","后台三方游戏管理调整
三方游戏管理-厂商管理-子游戏管理
1，新增“厂商映射”字段和“厂商映射”筛选下拉框
2，三方游戏管理下新增菜单“厂商映射配置”
具体需求内容如下方需求截图
<img src=““{8410.png}““ alt=““““ />
<img src=““{8411.png}““ alt=““““ />
<img src=““{8412.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-06-30 23:02:12","","","","","","","","","beck","2025-07-01 18:38:46","","","","",""
"914","老彩票迭代需求(#14)","","","","","","【后台】后台日志增加三方游戏 - 子游戏的开关日志记录","后台日志列表，操作类型增加三方游戏子游戏开关操作日志


<img src=““{8630.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-07-03 21:20:35","","","","","","","","","","","","","","",""
"922","老彩票迭代需求(#14)","","","","","","【ARUPI】重新复制一个ARUPI一样的通道","前后台重新复制一个ARUPI 一样的通道出来，前端两个入口能同时开启，金流走向还是走同一个ARUPI的通道","","","3","","激活","研发完毕","功能","2","","","beck","2025-07-09 20:22:45","","","","","","","","","","","","","","",""
"926","老彩票迭代需求(#14)","","","","","","【后台】下级会员列表增加一个“备注“字段的筛选","下级会员列表新增一个备注字段的筛选，和会员列表的备注字段一致即可


<img src=““{9409.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-07-12 18:38:40","","","","","","","","","","","","","","",""
"930","老彩票迭代需求(#14)","","","","","","【后台】热门游戏管理优化（支持小游戏/彩票配置）","1，热门游戏管理数据配置要支持小游戏和彩票游戏配置
2，筛选条件优化，“游戏大类”里面的数据改成“彩票/电子/视讯/体育/棋牌/捕鱼/小游戏”，新增“游戏厂商”筛选项，里面数据内容为“PP/JDB等厂商的名称”


<img src=““{9511.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-07-14 20:10:12","","","","","","","","","","","","","","",""
"931","老彩票迭代需求(#14)","","","","","","【ARUPI提现】AR UPI提现后台出款方式优化","具体需求内容如下
<img src=““{9586.png}““ alt=““““ />

","","","1","","激活","研发完毕","功能","1","","","beck","2025-07-15 17:25:05","","","","","","","","","","","","","","",""
"932","老彩票迭代需求(#14)","","","","","","【ARUPI 提现】前端ARUPI方式限制整百提现提示","需求内容如下


<img src=““{9587.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-07-15 17:26:03","","","","","","","","","","","","","","",""
"934","老彩票迭代需求(#14)","","","","","","【ARUPI代付】前端发起UPI提款，走自动出款逻辑也分配到ARUPI代付10444通道","用户前端发起UPI提现，提现金额在自动出款的金额区间，后台分配通道默认分配到ARUPI代付通道（10444），不能匹配到银行卡或者是其他关闭的通道","","","3","","激活","研发完毕","功能","1","","","beck","2025-07-21 13:57:51","","","","","","","","","","","","","","",""
"938","老彩票迭代需求(#14)","","","","","","【ARUPI】ARUPI 收银台，aritel通道字段优化","以下方钱包需求为准
https://www.figma.com/design/5B9ieDh6snYGYHLVzUjpCr/AR-Wallet?node-id=15-106","","","3","","激活","研发完毕","功能","1","","","beck","2025-07-25 12:20:09","","","","","","","","","","","","","","",""
"947","老彩票迭代需求(#14)","","","","","","【前后台】邀请转盘活动黑名单","增加在黑名单列表里，如果会员被拉入黑名单
进入邀请转盘点击就不给继续进行
邀请转盘首次旋转4个礼包界面增加返回按钮","","","3","","激活","未开始","功能","","","","Jay","2025-08-04 17:50:56","","","","","","","","","beck","2025-09-06 14:14:34","","","","",""
"952","老彩票迭代需求(#14)","","","","","","【轮播图管理优化】首页轮播图增加跳转子游戏链接","具体需求如下：
新增banner图页
<img src=““{11337.png}““ alt=““““ />
轮播图管理列表页
<img src=““{11338.png}““ alt=““““ />
","","","3","","激活","研发完毕","功能","1","","","beck","2025-08-13 12:51:53","","","","","","","","","","","","","","",""
"954","老彩票迭代需求(#14)","","","","","","【版面优化】daman版面优化","daman版面优化内容如下
1，将后台配置的热门游戏类对应popular，并显示在第一位
2，将彩票图标改成和其他厂商同样大小的图排在第二位

","","","3","","激活","研发完毕","功能","1","","","beck","2025-08-14 18:09:15","","","","","","","","","","","","","","",""
"956","老彩票迭代需求(#14)","","","","","","【后台】下级代理线人数达到90层，推送预警到飞机群","站点某条代理线人数达到90层后，飞机推送相关信息到预警群进行预警，完后人工操作转换对应代理到1级
包含站点名称/站点编号/代理线用户ID／代理线人数等","","","3","","激活","研发完毕","功能","1","","","beck","2025-08-20 20:11:08","","","","","","","","","beck","2025-08-20 20:14:09","","","","",""
"958","老彩票迭代需求(#14)","","","","","","【ARpay】电子钱包查询增加ARpay类型","<img src=““{11812.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-08-25 11:17:33","","","","","","","","","","","","","","",""
"959","老彩票迭代需求(#14)","","","","","","【后台】渠道管理列表新增赠送金额字段","<img src=““{11813.png}““ alt=““““ />","","","3","","激活","已立项","功能","","","","beck","2025-08-25 11:18:37","","","","","","","","","","","","","","",""
"960","老彩票迭代需求(#14)","","","","","","【后台】新增下载App并充值送彩金活动配置","<img src=““{11819.png}““ alt=““““ />
<img src=““{11816.png}““ alt=““““ />","","","3","","激活","已立项","功能","","","","beck","2025-08-25 11:21:49","","","","","","","","","beck","2025-08-25 12:34:21","","","","",""
"961","老彩票迭代需求(#14)","","","","","","【后台】优化新增提现方式，目前只针对首次绑定短信校验，后续的绑定也需要短信验证","<img src=““{11820.png}““ alt=““““ />","","","3","","激活","未开始","功能","","","","beck","2025-08-25 12:48:04","Andy","2025-08-25 12:49:50","","","","","","","Gavin","2025-08-25 12:49:50","","","","",""
"967","老彩票迭代需求(#14)","","","","","","【下载APP活动】新增下载App充值送彩金活动","<img src=““{11921.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-08-27 17:37:14","","","","","","","","","","","","","","",""
"968","老彩票迭代需求(#14)","","","","","","【充值等级优化】增加充值等级赠送百分比","需求如图
1，充值等级列表增加赠送百分比和每笔赠送的上限值
2，配置开关增加开关


<img src=““{11923.png}““ alt=““““ />
<img src=““{11924.png}““ alt=““““ />","","","3","","激活","已立项","功能","","","","beck","2025-08-27 17:59:58","Andy","2025-08-27 18:29:26","","","","","","","Gavin","2025-08-27 18:29:26","","","","",""
"969","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【快捷提现】快捷提现新增UPI快捷大类","需求如下


https://beck666888.github.io/ar-upi-docs/lottery_docs_index.html
<img src=““{12596.png}““ alt=““““ />","","","3","","激活","研发中","功能","2","","","beck","2025-08-27 18:03:49","","","","","","","","","beck","2025-10-14 14:08:27","","","","",""
"970","老彩票迭代需求(#14)","","","","","","【后台】facebook像素管理新增备注字段","<img src=““{11951.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-08-28 12:14:22","","","","","","","","","","","","","","",""
"971","老彩票迭代需求(#14)","","","","","","【后台】参数配置USDT/TRX比率新增从交易所获取方式","

汇率从此网址获取：“ https://coinyep.com/zh ”



<img src=““{11954.png}““ alt=““““ />","","","3","","激活","未开始","功能","","","","beck","2025-08-28 12:39:49","damon","2025-08-29 20:27:52","","","","","","","Gavin","2025-08-29 20:27:52","","","","",""
"972","老彩票迭代需求(#14)","","","","","","【后台】充提记录增加“次数”字段","<img src=““{12048.png}““ alt=““““ />
<img src=““{12052.png}““ alt=““““ />","","","3","","激活","未开始","功能","","","","beck","2025-08-28 19:33:18","Andy","2025-08-30 13:46:33","","","","","","","Gavin","2025-08-30 13:46:33","","","","",""
"975","老彩票迭代需求(#14)","","","","","","【后台】外链上传图片优化","<img src=““{12053.png}““ alt=““““ />","","","3","","激活","未开始","功能","","","","beck","2025-08-29 19:39:41","damon","2025-08-29 20:19:04","","","","","","","Gavin","2025-08-29 20:19:04","","","","",""
"976","老彩票迭代需求(#14)","","","","","","【后台】VIP等级新增赠送比例上限和开关","注：该功能开关默认开启


<img src=““{12055.png}““ alt=““““ />
<img src=““{12057.png}““ alt=““““ />","","","3","","激活","未开始","功能","","","","beck","2025-08-29 19:54:20","","","","","","","","","","","","","","",""
"979","老彩票迭代需求(#14)","","","","","","【前端】银行卡账号管理列表新增IFSC code字段显示","<img src=““{12121.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-08-30 20:13:29","","","","","","","","","","","","","","",""
"982","老彩票迭代需求(#14)","","","","","","【后台】优化轮播图跳转子游戏支持只跳转厂商二级页面","<img src=““{12193.png}““ alt=““““ />","","","3","","激活","已立项","功能","1","","","beck","2025-09-01 20:03:19","","","","","","","","","","","","","","",""
"986","老彩票迭代需求(#14)","","","","","","【前端】电子版面增加客服悬窗","目前电子版面和黑色电子版面都没有客服悬窗，这两个版面需要把客服悬窗增加上去","","","3","","激活","已立项","功能","","","","beck","2025-09-04 12:37:53","","","","","","","","","","","","","","",""
"991","老彩票迭代需求(#14)","","","","","","把老后台新增的两个功能搬到代理后台","都是在老平台已实现的功能，可直接在对应功能查看接口数据和交互

1、按用户、代理id查询彩票注单列表时，相同期号要标红展示—— 方便一眼查看对刷
2、按用户、代理id查询视讯注单列表时，先沟通局号要标红展示—— 方便查看对刷
3、用户详情弹窗内，新增【打码量查询】按钮。点击打码量查询，则展示对应用户的统计数据
统计数据需求描述：

点击后二次弹窗展示对应用户指定时间范围（上次充值-本次提交出款，可手动修改）的每一个子游戏的统计数据
2、子游戏统计数据，可通过接口向saas三方游戏平台发起查询请求（把查询压力转嫁到SaaS平台）
3、查询时间范围的限制。 仅支持1个月内的数据
<img src=““{12369.png}““ alt=““““ />","","","3","","激活","未开始","功能","","","","beck","2025-09-06 21:32:06","","","","","","","","","","","","","","",""
"1025","老彩票迭代需求(#14)","","","","","","【彩票后台】系统管理新增导出中心","<img src=““{12516.png}““ alt=““““ />","","","3","","激活","已立项","功能","1","","","beck","2025-09-10 20:38:24","","","","","","","","","","","","","","",""
"1026","老彩票迭代需求(#14)","","","","","","【前/后端】未充值用户能否进游戏开关逻辑优化","1，用户登录彩票前端，后端根据“hasBettingAuth”告知前端当前用户的投注状态，前端会将该状态储存在浏览器缓存
2，用户在点击彩票游戏的时候，前端再向后端请求当前的投注状态，跟登录时候储存下来的缓存状态进行比对。如果是一致，则就按照正常的逻辑执行。如若不一致，则按照gameURL返回的路径进行跳转（用户若不能投注，则提示用户不能下注，若可投注，则正常跳转）","","","3","","激活","研发中","功能","1","","","beck","2025-09-10 21:12:08","","","","","","","","","","","","","","",""
"1036","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","运营","","【老彩票后台】登录报表增加渠道号字段","报表管理-登录报表
１，新增代理ID查询
２，新增渠道号字段
<img src=““{12579.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","3","","","beck","2025-09-12 16:42:15","","","","","","","","","beck","2025-09-16 12:14:41","","","","",""
"1037","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","运营","","【老彩票后台】轮播图管理／活动资讯增加跳转客服选项","<img src=““{12581.png}““ alt=““““ />
<img src=““{12583.png}““ alt=““““ />
<img src=““{12584.png}““ alt=““““ />
<img src=““{12585.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","3","","","beck","2025-09-12 16:45:47","","","","","","","","","beck","2025-09-16 12:13:54","","","","",""
"1038","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】ARB增加自动出款开关","<img src=““{12586.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","3","","9","beck","2025-09-12 16:46:48","","","","","","","","","beck","2025-09-16 12:12:31","","","","",""
"1039","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】会员列表导出字段新增","<img src=““{12720.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","3","","","beck","2025-09-12 16:48:11","","","","","","","","","beck","2025-09-16 12:25:33","","","","",""
"1040","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】投注订单－代理查询页面新增导出按钮","<img src=““{12588.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","3","","18","beck","2025-09-12 16:49:34","","","","","","","","","beck","2025-09-16 12:11:16","","","","",""
"1041","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】开关配置新增转盘审核中订单，禁止再次发起提现","<img src=““{12785.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","4","2","3","beck","2025-09-12 16:51:25","","","","","","","","","beck","2025-09-19 12:19:44","","","","",""
"1042","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】下载APP充值领金活动优化","<img src=““{12590.png}““ alt=““““ />
<img src=““{12591.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","2","","15","beck","2025-09-12 16:52:55","","","","","","","","","beck","2025-09-16 12:08:41","","","","",""
"1043","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】充值通道-常用修改新增“优惠可用设备”","<img src=““{12790.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-09-12 16:55:04","","","","","","","","","beck","2025-09-19 13:08:57","","","","",""
"1044","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】锦标赛新增支持子游戏维度","<img src=““{12593.png}““ alt=““““ />
<img src=““{12595.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","2","18","beck","2025-09-12 17:05:13","","","","","","","","","beck","2025-09-13 19:11:38","","","","",""
